textID,text,selected_text,sentiment
4d6e71e475,'You Are What U Eat' isn't EXACTLY true.. 'You Are What U Digest' TodayISaProsperous &amp;Productive Day! ThankUJesus! BeYEBlessed! hee hee,ay! ThankUJesus! BeYEBles,positive
7ec0f71db5,"yay, joss is coming over on saturday","yay, jo",positive
eae9c20c8d,#followfriday thank you so much. I'm so behind. Still at about half of what I had.,day thank you so mu,positive
ef01125fea,&amp;&amp;the night continues! w/ my fav mazie; kristina; ericka &amp;&amp; robin!,&amp;&amp;the night continues! w/ my fav mazie; kristina; ericka &am,neutral
c64dec7448,#quitsmokingdiary 5 Weeks tomorrow since giving up YAAAAAAYY!!!! - I dont want to talk about it,YAAAAAAYY!,positive
8fdecb40ab,I have a visual. I'm smiling. see,'m smilin,positive
dd033a838d,"&quot;They say I look yummy &amp; they want a taste, but I'm a human not a sandwich.&quot; LMFAO makes me",quot;They say I look yu,positive
b565083142,I like all the songs I can't say just one guys! love ya,! love ya,positive
09162e0abc,"Ahh. ... Well, I was hoping that I could learn some stuff on the way. ... Why not you and I work on separate things but also",s hoping,positive
9f371406d6,I need to relocate to the west coast.. This weather here is killin me!!!,I need to relocate to the west coast.. This weather here is killin me!!,negative
95c19681d7,yeah just told Stanley its the only time I want to slap girls icky **** encoraging bad behavior,o slap,negative
328b1a5e33,watched the Bones finale last night in the UK &amp; it rocked!! oh how much I missed Zack!!! is so freakin' awesome &lt;3,akin' awe,positive
87aa7c3315,"Well there's you, another Twiiter person...erm...difficult to say really... Let's just say that you could fit all into a minibus!","Well there's you, another Twiiter person...erm...difficult to say really... Let's just say that you could fit all into a minibus",negative
f5651c950a,So...woke up in time just for work.....boo,boo,negative
40d2f7bbee,thank`s ... See? now I`m back on smiling,thank`,positive
d408500376,In bed. A cuppa. Tv on... All this while husband is cooking... Life is sweet...,Life is sweet..,positive
e9ee293ca3,I SO should've gone right now!!! *wish I could alter time!! *,wish I could alter time!!,negative
22292d2719,Having Margaritas w/ mommie...what a great combo!,what a great combo!,positive
dd70722f78,majorspoilers.com has problems - cannot get the site working,s problems,negative
ca94b84d39,**** just spent a week whole of pay on shopping oh well i'm happy!!!,happy!,positive
10acb25252,"_control aw babyy i'm sorry i gots too excited, haha. &lt;333","_control aw babyy i'm sorry i gots too excited, haha. &lt;33",neutral
aae4c2fe46,haha Good job getting close. Her eyes are set somewhere else though,a Good job,positive
88ea1068e3,remember the guy who 1st #tweetbud you! ~&gt; _2890 help him get 900 flwrs &amp; make him smile!,make hi,positive
7d2e044a0e,that's the worst dream ever. weird to think all of those thoughts are in your subconscious.,e worst,negative
a667f7a506,"_mcc bye, Scotty! i'm gonna miss you. ily&lt;333",i'm gonna miss you. ily&,positive
b603c3561a,Star trek was SOOOOO AWESOME!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!Spock and Kirk were hillarious!!! Im seeing it again. sooon.,AWESOME!!,positive
3bb9578f4b,hey cant wait 4 u guys 2 come over 2 jersey woop.... hope ur lookin 4ward 2 it coz we r x,. hope ur lookin 4ward,positive
77b1f297a3,"thx, I was aware, 2 day festival -multi bands - but GA I can't do any more. Must wait for a sit down concert",I can't do any mor,negative
c62590abcd,"Shiv, his place, slowly I hope",y I ho,positive
92e8199331,Ugh..just starting another 2 hours of behind the wheel for drivers ed,Ugh..,negative
ceeaa43363,Out with the guys playing 10 pin &amp; doing Mexican! Great combo! My bowling was not so good though I blame it on my previous broken arm!!,Out with the guys playing 10 pin &amp; doing Mexican! Great combo! My bowling was not so good though I blame it on my previous broken ar,neutral
133c114621,sexxxxxxxy I had a silly weekend with my bff =P Fun times! Haha,P Fun,positive
03836a329c,wow... you're doing this all through text? I would get tired after a while,t tired,negative
73a87769d2,Re-direct that energy into creating men's jewelry. And frequent walks too.,Re-direct that energy into creating men's jewelry. And frequent walks to,neutral
ba3b1d6795,- going somewhat out of town? (x visitng uncle boyet &amp; famm!,- going somewhat out of town? (x visitng uncle boyet &amp; famm,neutral
c41582b2e2,"Hmm, $25 to see the Decemberists, but I have to go to Raleigh on a work night... or $95 for cheap seats to the Bolshoi? Probably neither",cheap se,negative
bbd32bfc9d,"While on vacation, having golden times spamming Google by 5.350 redirects. http://bit.ly/18kwzh",g golden times,positive
f9fc527023,is updating an old ipod...sad...i miss my orange nano,sad..,negative
872173e15e,aww you are too kind!! Hi sweetie! Are you guys out partying without me I'm the only person who came to work 2nite lol,aww you are too kind!! Hi sweetie! Are you guys out partying without me I'm the only person who came to work 2nite lo,positive
3a847a944a,is it bad that I sort of want her to miss me? I know I will be missing her.,e missing,negative
2a93a9e4cc,aha yeah all else fails just push yeah we are dont know what time were leaving yet though ****,e fails,negative
9141545c22,she fell into deep crack in the glacier so terrible,o terrible,negative
cd8deca773,Walmart opening its first store in Amritsar tomorrow (of all places)...the horror..hoping its limited to wholesale,hoping it,positive
e2ab8995d1,Nooo...i forgot my calculator for physics oh well class is allmost over :3,i forgot my calculator for physics,negative
324e14e842,"I'm off 2 dream awhile. Thanks 4 everything tweeple. Many blessings &amp; much joy. peace, love &amp; happiness 2 u all. Hope ur dreams come tru","Many blessings &amp; much joy. peace, love &amp; happiness 2 u all. Hope ur dreams co",positive
72e243a2ee,STOOOOPIT! STOOOPIT GIRL! That used to be my bro's rendition of &quot;Stop It girl&quot;.,STOOOOPIT! STOOOPIT GIRL! That used to be my bro's rendition of &quot;Stop It gi,neutral
c245cc91cb,AHHHHHHH!!!!! its my 16th birthday And i cant belive i found out im seeing yous tonight Best present everr!!! &lt;333333333,AHHHHHHH!!!!! its my 16th birthday And i cant belive i found out im seeing yous tonight Best present everr!!! &lt;333333,negative
4d3e8d0978,i did that but my INS wouldn't pay for the therapy so now i dk what to do!!,w i dk what to do,negative
1c474125cf,oic.. will need to get upgrade space if I do want to use it then.thanks Will most prob only use photoshop and dreamweaver,.thanks,positive
eabb71a3dc,hurts to be you! Sunshine all weekend and you don't get to play. That's sad.,. That's sad.,negative
26bb87e379,lol cute. BTW Happy Mother's Day lady,W Happy Mother's Day lady,positive
216286ab01,School can blow me. He looks nice today thoughh.,. He looks nice today thoughh.,positive
a395c6210f,thinking of you why we canï¿½t control our thoughts?,why we canï,negative
0034fc60c1,&quot;And now my mom and her friend are drinking.. Greatt..&quot;,ing.. Greatt,positive
03f9f6f798,"I don't think I've ever been so tierd in my life.Ugh,goodnight.So sleeping in tomorrow",I don't think I've ever been so tierd in my life.U,negative
5ef20e6425,"Just been out to try to catch a swarm, gone into a roof gable end Set up a bait hive an hoping for the best at the moment",n hoping for the best,positive
6d9130c1a7,just tried DMing you but it tried to download some strange file so stopped! How come no gmail MaccyM? Missing you SADS!!,? Missing you SADS,negative
5b5c03a5f0,have you read Angels &amp; Demons? What do you think of it if you have? oh and beautiful sunny weather here in Provence.,have? oh and beautiful sun,positive
9db0b7aa5b,I want to go to the pub. Boooo.,. Boooo,negative
4ac14855b8,Oh how today sucks....,sucks..,negative
2f148847c0,last day of work ...but everyone is making it so great!,t so great!,positive
b78fbfb8bc,can't tell you how thrilled I am to have just had a nosebleed. first time in ages. overjoyed doesn't cover it. urgh,can't tell you how thrilled I am to have just had a nosebleed. first time in ages. overjoyed doesn't cover it. urg,negative
752814dbb0,Watchin Hollyoaks...poor Justin!,poor,negative
536f585c52,HaPPy B-DAY Ma Freaaaaaaak &lt;3,HaPPy B-DAY Ma Freaaaaaaak &l,positive
a5297b364a,&quot;just&quot; - http://tinyurl.com/cuy43t,&quot;just&quot; - http://tinyurl.co,neutral
9bacf5e83d,Startin to get a head ache!!!! Uuuggghh!!!,ache!!,negative
3e6b71fda4,"I know But maybe by then you will have forgotten about it, and it will be like Christmas in July!!","I know But maybe by then you will have forgotten about it, and it will be like Christmas in July!",neutral
397544ac4d,"sorry paul scheuring, but prison break series finale sucked... in so many levels","sorry paul scheuring, but prison break series finale sucked..",negative
6417912691,Happy Hug Your Mom Day!! love you mom,love yo,positive
01cf51125c,check out review for the movie Fighting - http://bit.ly/Fle9j Hilarious!! leave this guy a comment!,Hilarious,neutral
6fac422433,yeah its goin to vmail now.. I CALLED it while i was in the store.. no luck,.. no luck,negative
1a7b921e43,My dreams have been crushed...Spock does not like the ladies.,crushed..,negative
251471ba64,"Mom asking if I'm feeling better after dargah visit. Dad swears he sees +ve &quot;change&quot;. I am amused. But yeah, still depressed","ge&quot;. I am amused. But yeah, stil",neutral
e062826a60,I miss all you OK girls. Happy Mother's Day to all y'all.,I miss all you OK girls. Happy Mother's Day to all y'al,neutral
634cf7946f,"Thought I'd check out home, that was 10 minutes ago, downloading update, now home square....that's why I can't be bothered with it Sony",that's why I can't be bothered with it Sony,positive
876ac096ec,Brought cat to specilist. May be ectopic uritors. Doing ultrasound. Surgury would be &gt;$2000. may need to take him back to humane society,Brought cat to specilist. May be ectopic uritors. Doing ultrasound. Surgury would be &gt;$2000. may need to take him back to humane societ,neutral
54bd2a795a,Do u mean ur tired because u have 2 go 2 work or u got ur Wii 2 work &amp; now ur tired?,Do u mean ur tired because u have 2 go 2 work or u got ur Wii 2 work &amp; now ur tir,neutral
bb30655041,http://tinyurl.com/mdr7b4 I just noticed that too,4 I just noticed that too,neutral
b8c0104a41,i haven't got a text back! sod her i looks fabulous!,s fabulous,positive
99e28adbed,"No, havent heard anything about the show It hasnt been on on saturday nights, but there are the occasional sunday reruns.","No, havent heard anything about the show It hasnt been on on saturday nights, but there are the occasional sunday reruns",neutral
f066d9b97e,"Sure you will tweet about this when you're back, but news is abuzz about TR Knight's leaving &quot;confirmed&quot; today. Muy triste.",ot; today.,negative
249bd1fcea,Do a tour in the Philippines sometime. A lot of fans here would really love that!,d really love that!,positive
9400ac22ec,ps it's rainging,ps it,positive
42a4413514,aaaawww would u like an alcoholic beverage of your choice?,aaaawww would u like an alcoholic beverage of your choice,neutral
a77c6a697c,My sister is graduating too &amp; I can't afford to buy here anything,&amp; I can't afford to buy here anyth,negative
c9be2ed48a,omfg whyyyyyy not that sucks!!! and r18?? wtf... T.A.I. getcho' asses down here,omfg whyyyyyy not that sucks!!,negative
eb5f64f265,Feeling bad that didnt get to see UP,Feeling bad th,negative
dc582b9f85,"YAY!! that's so cool aww that woulda been sweet, no worries though! I'm just glad you had fun!!",! I'm just glad,positive
df25be8dd2,&amp; i are lucas till &amp; david henrie lovers. both boys are very cute but you can have lucas &amp; ill have henrie DEAL,lovers. both boys are ve,positive
792063a20e,_Geronimo Thanks for sharing with your friends!,imo,positive
4b0870c2ec,Here's a more appropriate @ tweet... is everything ok Your last 3 days of tweets don't paint a good picture :-C,s don't paint a good picture,negative
d208edf4bf,me too i hate revision,o i hate revision,negative
bcd6416ad7,too late I'm already on the bus goin home what the he'll u talkin about drinkin tea????,too late I'm already on the bus goin home what the he'll u talkin about drinkin te,negative
0398e13b67,"no, silly, to shoot other shoppers with though a taser is probably the more humane penalty for 12 items in 5 item line",e penalty,negative
49e24a4501,nooooo its raining......had 2 leave the beach,nooooo its raining..,negative
d0ecfc8c28,"you guys were absolutely amazing tonight, as always. thanks for always bringing the dance party.",ly amazin,positive
44d2f5ce94,I'm sad Twits! I'm going to miss musiq soulchild and anthony hamilton! Ugggghhhh I LOVE them!,I'm sad Twits! I'm going to miss musiq soulchild and anthony hamilton! Ugggghhhh I LOVE them,neutral
c1885fae62,Yea...looks like it is...sorry abt nt gettin in touch..was hectic,.sorry abt nt gettin in touch..was hectic,negative
c54fafc423,"_Mary_Typhoid Are you coming to the wedding? I want all of his friends to be there? Right, sugar?","Are you coming to the wedding? I want all of his friends to be there? Right, sug",neutral
57e2ede00c,I know right but hopefully something comes up though,t hopefully,positive
5e4320f4a5,Can't wait to see you on December in Switzerland for a third rendez-vous Great show ! You are just amazing ... Enjoy in OZ,e just amazing,positive
7a3840a246,Don't follow your dreams; chase them.- Richard Dumb (who I think is very smart,who I think is very smart,positive
1b5dbd4bff,out enjoying the weather before i have to go to work.. last shift with,out enjoying the weather be,positive
761bdb610e,the globe theatre rocks.......nothing better than romeo &amp; juliet as it was supposed to be watched,rocks..,positive
9a41081b40,lol. your tweets are always fun to follow Never a dull moment with the Kulps!,s fun,positive
ec606fe7ae,"&quot;I only think of you as breaking my heart, I'm trying to keep it together but I'm falling apart.&quot;","&quot;I only think of you as breaking my heart, I'm trying to keep it together but I'm falling apart",negative
369f2d32ea,it's definitely worth it; art not withstanding I hate moving; and hate packing even more..,I hate moving; and hate packing even more,negative
baab8f7354,u think its fair...... k den i guess m wrng.... still i feel its not at all fair....,still i feel its not at all fair..,negative
2b6bd43b14,oh ok. Well good for you...can I get some weather updates instead?? jk.,l good for you.,positive
fb6c9f0a9e,i should be &quot;bus stalking&quot; right now..i soo wish i were still meeting today,i should be &quot;bus stalking&quot; right now..i soo wish i were still meetin,neutral
0783390c8c,"At least you have a large vocabulary -- the benefit of being a writer Hope you're well, sister.","Hope you're well, sister",positive
171334d37d,too short as usual... but was awesome,t was awesome,positive
7bd0ff5c7f,I've got 18 yr @ home &amp; 26 out the house &amp; they're always here! AND they bring FRIENDS! WHY? Hope you have a blessed Day!,DS! WHY? Hope you have a bles,positive
f4f0b27d51,mmm eating tostitos &amp;&amp; piknik with spinach dip from S&amp;R. &lt;3,mmm eating tostitos &amp;&amp; piknik with spinach dip fr,neutral
fed99fb408,"is so excited for this summer... Steve Winwood and Eric Clapton, Eagles of Death Metal, and ahhh the Dead Weather",is so excited fo,positive
5b34c6a158,"no, i do better with people i don't know you're going to chiodos tonight, right? just kill something for me.","no, i do better with people i don't know you're going to chiodos tonight, right? just kill something for me",neutral
066cd71119,Today I wrote two songs (one for temple which I will probably never perform ever) and one for mothers day. Happy vesak everyone rena xoxo,Happy ve,positive
bfe2aef006,leaving now dont miss me too much tweetbeaks &lt;3,leaving now dont miss me too much tweetbeaks &l,negative
6531e60a4b,is sad that shin ae got married...and it wasn't to alex,is sad th,negative
6d392e7d08,I guess you are not interested !!,e not interested,negative
8c2214f7c9,Angus down 3-1 in first set http://yfrog.com/10jsepj,Angus down 3-1 in first set http://yfrog.com/10jsep,neutral
b67bd8f9d1,_ i guess we will wait &amp; see..,_ i guess we will wait &amp; se,neutral
c43e221896,Busy week this week; quick trip to chase some oil and gas in htown and then back to office for fun week with the devel team,fun week wi,positive
544485627a,Just dusted &amp; vacuumed apartment. I think I need another new vacuum...my entire apartment is smoky. I just bought this one from Kmart,cuum...my entire apartment is smo,negative
3a3311f512,no not at all. I MISS GIRLFRIENDS!!!! i have all the seasons.,. I MISS GIRLFRIENDS!!,negative
fc0bf9b8e3,"ah! A clean house...finally, so nice","finally, so nice",positive
90c8aa60db,"Have I ever told you I absolutly hate writing emails, status pdates are fine but emails have so much...finality...to them",hate wr,negative
4db40741fb,Late news then it's off for some much needed zzzzzzz.......Goodnight Tweets.,..Goodnight Tweets.,positive
3f5433f8a0,yay! excited?,excited,positive
d1d7ed938d,- great site. The photos on it are fantastic. Will be very useful for my visit to Pembroke (inc Skomer) in June,e fantastic,positive
f29edbc282,0k...enjoy Dora the Explorer.. greetings to your niece!!,.enjoy,positive
9874e71cd9,i now know that we've made a difference in each others lives...i feel proud.,i feel proud.,positive
8e047e2788,said that mentioned bears! have fun!! P.S bears like Peanut Butter,rs! have fun,positive
e7659fc837,"I'll have to watch it soon then! An I love, New York? Sweet! I'll be on the lookout for that.",I love,positive
af0ac6b470,"Presentation went well Yes, I also met a buch of cool people. Checked your portfolio, nice work/details in the projects.","h of cool people. Checked your portfolio, nice work/details in the project",positive
2ae74adf30,"When the weather's... ugh, something like asthma. So, yeah, Ventolin.","weather's... ugh, something like asthma. So",negative
8aab9d8a17,i think its like 1million degrees here &lt;3,i think its like 1million degrees here &l,neutral
6fea8f470b,Oh..I'm so borin'.. why not play the computer?? My mom's say: because your makin' task..!!,borin'.,negative
58e24db41d,they closed the voting...all u can vote for now is best movie Hope you win it! My 4 y/o Daughter lovesss 2 sing &quot;The Climb&quot;,er lovess,positive
1198e70e6e,I understand Computers are fun again!,s are fun again!,positive
1b6a12519d,is soooo over school...maybe sick..all week *evil laugh*,evil laugh*,negative
9cc5161b00,will the presentations be available online during the meeting? The poster discussants are going so fast I can't write fast enough,t I can't write fast enough,negative
6e1baf06c9,lif's unfair....luk wat it did to ma frend...i m so hating it,i m so hating it,negative
15575a8277,"David Mitchell's presenting 'Have I Got News For You' tonight &lt;3 I love him! I think he's ace &lt;3 On another note, **** this headache",";3 I love him! I think he's ace &lt;3 On another note, **** this head",neutral
24804e84b1,Just finished cleaning the bathroom. Now I smell like clorox,. Now I smell like clorox,negative
9b5acf25d6,"just woke up..busy busy busy 2day...bake bbyshower cupcakes and jays bday cake, bleach hair again &amp; see my boo","just woke up..busy busy busy 2day...bake bbyshower cupcakes and jays bday cake, bleach hair again &amp; see my bo",neutral
98a7e00c8b,dammit i cant watch stadium music,dammit i cant watch st,negative
e645d31af6,"Hii,I freaking love you I would be the happiest 13 year old girl alive if you replied to this.",I freaking love,positive
2823b638c9,"just got to kansas city and excited for a fun weekend with my family, my sis, parker and josh",excited for a fun weekend wi,positive
3b93020e3a,"Yeah, I have seen the reviews and they are great! It is just that the reviews surprised me. Now getting tickets for tonight",e great!,positive
e332d5207a,Itt's the BIG TIME Saturday night Playing Canasta then a movie then...Psych homework? Stay shiny and love everybody!!,d love,positive
038dc1dce1,I hear you sister!! Same here.,I hear you sister!! Same her,neutral
5c510be7a8,"Wow, really? I didn't know it was that serious. Well that sucks. Texas must have been chock full of asbestos.",w it was that serious. Well that sucks.,negative
ef2d5c0d36,"yea, I was just about to say something It's great to hear! Ukrainian!",s great,positive
322b61740c,"90 degrees, gross skies, and thunderstorms...perfect match for my mood lol",perfect ma,positive
f6741757cd,"brother's back!! &amp;&amp; i found this really small dead bird on my deck so sad, i basically cried.",asicall,negative
6d019bb20c,i for one welcome our new cyber-criminal-overlords.,e welcome,positive
f15e734e81,"Its sooooooooo not funny when I have to move from computer to computer to render and draw. Come on, Revit! AutoCAD was never this bad.",Its sooooooooo not funny wh,negative
af921ea141,what a wonderful day...i am going to sleep so well tonight,what a wonderful day..,positive
dbb41be912,Listening to The Man Who Cant Be Moved &lt;3 I just love the connection with GW Doing Dutch and might do some art later.,;3 I just love the connection with GW Doing Dutch and might do some art late,positive
a2a32903e7,it's a dreary monday morning and I slept like ****...give me a break...,****.,negative
eaa3f59294,LOL - Birmingham was my 1st love... but it's time to move on! ;) Good Morning,Birmingham was my 1st love.,positive
a6fb06c2dd,"i wish i could sat but thats a super busy day sunday perhaps? playing football in dolores park too, youre welcome to come hang!",", youre welcome to come hang!",positive
d107a76c20,"awwww I'll be waiting then, hope it doesn't rain","en, hope it doesn't rain",positive
d8be4a4c45,Dropping my mum at the station I'll miss u mum,l miss,negative
a82705a699,"Oh ok,Thanks.Dont know where the courthouse id either,I'll learn though.Any nkotb? Twitter stole my pic again it hates me",t hates,negative
db69625f16,Never has a chance of sleeping before midnight my mind is so tired......,tired.,negative
4c8bffec8c,Too broke for cigarettes.,Too broke fo,negative
ab65c6b83f,"TAYLOR! are you back in Nashville now..or LA? well, how was your trip? did ya have fun? love ya girly!",? did ya have fun? love ya girly!,positive
3bdcd2e1e6,Yea I think I waited to long. oh well. thats cool. I should have signed up for more but I'm already done with core classes,. thats cool.,positive
ae2f20ed25,"WOW! That is so awesome, Andre! It will be great, I know! Can't wait. And you dad's aren't so bad either!",s so awes,positive
01297393b5,oh gaha no of course i wasn't offended why would i be? i'd love to play for you some day,d love,positive
7c74a20ddd,Can't sleep!!! People keep textin me!!!,Can't sleep!!,negative
f9db2c677c,And maybe you will get the statue and sainthood you are seeking. Win-win for all. Can't be a victim like your people.,. Can't be a victim like your people.,negative
d1c734c2c4,...Thank you Mr. President!....,...Thank you Mr. President!.,positive
ad3e0f7aed,Oh! Don't you just love these Vodafone series of Ads ... The best picturisation ever,e best picturisation ever,positive
2fcf97e2ff,"def cheese and onion however after being back in the states for 4 months, finding a bag of salt&amp;vinegar...they tasted GREAT!",asted,positive
1bdc0198c2,I'm thirsty in the middle of the night and get to the fridge only to find my Brand New bottle of Cran-Cherry juice gone.... FML moment!!,Brand New bo,positive
7ad9625924,Went and saw Fighting last night with the best friend. It wasn't all that great but Channing Tatum is amazing!,. It wasn't all that great but Channing Tatum is amazing!,neutral
ca6599a1c0,not my groom! think i'll die an old maid! lol,l die,negative
d6a572f589,hi holly i'll volunteer to try it out first for u! hope ur having a fab weekend xoxox...,g a,positive
434af71088,Very bad things.......I need to stop thinking!,Very bad things..,negative
531716ef0c,i told myself i wasn't gonna cry and then one kid that everyone made fun of all year said &quot;it's been a good year&quot;,i told myself i wasn't gonna cry and then one kid that everyone made fun of all year said &quot;it's been a good yea,neutral
a90a0f5c11,ps- are you a doctor or swine flu paranoid??,ps- are you a doctor or swine flu paranoid?,neutral
ef8f79cae3,"I'm bored... Don't want to stay home tonight, but don't want to spend money blah",bored..,negative
d075640401,"_pina_14 Not good!!He wouldnt like his girl flirting with his colleagues,would he?",Not good!,negative
7227bce3f8,"Last day of holydays, gotta get back to work Anyway, 2 great weeks",2 grea,positive
47fc719676,I dunno...I thought I was funny,.I thought I was funny,negative
a86eb0f4d1,"also, try Friendly Fires if you haven't already heard them. great stuff AND Florence and The Machine. Great, great music",". great stuff AND Florence and The Machine. Great, great music",positive
757e6e1942,9 days I'm about ready to visit Torchwood and see if they've heard anything,s I'm about ready to visit Torchwood,positive
f93c297e3a,"am chillaxin after a busy BankHoliday, Hope everbody had a gd wkend! Holiday in 12 days!!! ****","am chillaxin after a busy BankHoliday, Hope everbody had a gd wkend! Holiday in 12 days!!",positive
978068a4d7,watching supernatural those boys can hunt me any day &lt;3 haha,watching supernatural those boys can hunt me any day &lt;3 ha,neutral
93adf1a41f,"am hungry.. going to eat... catch up with you guys later &amp; 4 people who are hurt by my sardonic quotes - why are you waiting, hit me back",are hu,negative
024123fd2c,yea i just got outta one too....i want him back tho but i feel the same way...i'm cool on dudes for a lil while,m cool,positive
5dc09b7c91,Going downstairs for more coffee and socialising Wow... Only 4:16?.. Gives me time for French later,socialising Wow.,positive
bc9416214a,"MARRRRRRRRRRY ME! &lt;3 have fun partying tonight, have a drink for me, if only i was 18 i wud come there just to see you!",t;3 have fun partying tonig,positive
be3ec17722,i fear the spaceship is not long for this earth. it just stranded me and edwin on the highway. there was smoke,i fear th,negative
4887a44500,so true...and so poetic! beautiful,! beautiful,positive
059fe3eec4,Done With Exams...Now Focusing on Summer School...DAYUUMM Life's Hard,DAYUUMM Life's Hard,negative
79748c507a,yeah I LOVE CALI so much,h I LOVE CALI so much,positive
a42c495110,E3? Nice! I wish i could go! make sure to take tons of pictures!!!,? Nice!,positive
824186c80e,Fighting a migraine Medication is almost working.,s almost working.,positive
60f43efdf6,"Sweeny Todd is an awesome movie, the best",n awesome,positive
5f3bde3bf7,&lt;i&gt;Waiting For Natie to come online I miss him,nline I miss,negative
762b429364,Lucky you...my day has gone by with large amount of boredom...and a little stress. The detalis can get a bit gruesome,. The detalis can get a bit gruesome,negative
a8227753df,ahh yes the obligations of a vampire kept me away from twitter.but now i'm back &amp; will try 2 update as much as possible.i lost a donor,e.i lo,negative
6af2e23e1c,sat in the pub. Pretty quiet so far. Prob leave in a bit. Work at 6.30,Pretty quiet so far. Pr,negative
b6e7affd29,"I'm a jerk... now I can't go out Dammit Frank, why do I suck so bad?",jerk.,negative
2c2b831a36,Yes sir...I just acquired a Master of Arts in Christian Ministry-a loooooong journey completed today...so thankful!,-a loooooong journey completed today...so thankful!,positive
f3e3a17d75,yea yea im about to torture myself by doing a stanky leg marathon..ima do the dance for hrs til I can't no mo,o torture,negative
f01d624c6d,"Hey guys, this is group for people who belong to &quot;Pune Institute of Compute Technology&quot; college, Pune via http://twibes.com/group/PICT","Hey guys, this is group for people who belong to &quot;Pune Institute of Compute Technology&quot; college, Pune via http://twibes.com/g",neutral
ee5b47b5a9,I know exactly what you are saying.. its so not cool... that is why tapes were better :p,g.. its so not cool... that is why tapes were better,neutral
4f0c936ea3,Awww! I was thinking about you lot up there! Glad you enjoyed it.,Awww! I was thinking about you lot up there! Glad you enjoyed it,positive
a7f72a928a,WOOOOOOOOOO are you coming to Nottingham at any point? lovelovelove&lt;3,t? lovelovelove,positive
46fb091679,Got a Saturdays framed signed foto last night and a Valentino rossi 1 aswell eee what a night,e what a night,positive
e6baae0e16,nope- dnt have wireless ne more HATERS!!!! Ugh... Save me a copy so I can watch it...,e HATERS,negative
0d166cad9a,I have one less follower That makes me sad and I feel like my life is dull and uninteresting.,r That makes me sad and I feel like my life is dull and uninteresting.,negative
7f1f0b601c,"I always thought scuba diving would give me a entirely new perspective of the world, but too chicken to do it. can u help?",u help,positive
ddbce5f751,This is great! I just found out that it's Star Wars Day. &quot;May the 4th&quot; be with you! Have you hugged your Ewok today?,&quot;May the 4th&qu,positive
4c94224c0a,morning hope u r well.. i'm off to bed soon!,hope u r well,positive
e7ec3be194,elliott claims steak and shake has been doing this for months...not exciting anymore...,not exciting anymore...,negative
23c1478113,"So sad...found otu about your boot camp too late. Oh well, may be in LA that day anyway.",sad.,negative
e772b4ccc1,Dreambears were **** compared to their wicked audition,**** co,negative
80d2a6128e,needs a break from the computer... adios &lt;3,needs a break from the computer... adios &lt;,neutral
0b1cda0a8a,feel like ****.....and will continue to for as long as it takes,****..,negative
691f395bee,"Pegel..cape ya keliling kuil..but,totally awesome!was amazed by the temple,culture,ambience..truly amazing thailand",awesome!wa,positive
e5909bf38b,I see you didn't shave your head. But I *LOVE* the cut. I'm glad you didn't shave it. Your hair's too pretty!,m glad,positive
6fc00bea3d,why would you want a clone? Unboxed a new 24&quot; iMac last night and it's beautiful! Too bad it's not mine,t and it's beautiful! Too bad it's not,neutral
ac4aef6710,"Don't fall to celebrity worship, though... just write what you think, do the best you can and rock on",e best,positive
828ec4d5a0,lol.. zzzzy in office and I'm alone in my bay again.,nd I'm alone,negative
58d5c02640,"don't you just love the &quot;butteflies in your stomach&quot; feeling? ano man yun, kaya mo yan.",&quot;butteflies in your sto,positive
8d3f53c756,I am in the 'real world' which apparently involves a lot less twitter.... sorry!,sorry,negative
d88843944c,"Nope, re-reading it all over again. No offense meant","Nope, re-reading it all over again. No offense mea",neutral
99a6f64891,sleep....good night tweeties!!! down to OC tomorrow. I hope and pray that Rachyl gets better SOON!!!,good,positive
51f143ac9d,Leaving for Atlanta in the morning to catch JoCo and Pa &amp; St!!! I'm excited! Missed P&amp;S at D*Con last year. That made me a sad owl.,!!! I'm excited! Missed P&amp;S at D*Con last year. That made me a,neutral
1172ae9fcc,"Oh Chris, so sorry about Mr. Raccoon. Obviously NOT a FEMALE, cuz any female of ANY SPECIES would adore you. Hugs, Angel","Oh Chris, so sorry about Mr. Raccoon. Obviously NOT a FEMALE, cuz any female of ANY SPECIES would adore you. Hugs, Ang",neutral
4739eb265a,dude i will check again but i couldnt find anything haha i am capital ****-E-D,al ****-E-,negative
11784322cf,i knooow its the pizza girl episode xD &lt;3,i knooow its the pizza girl episode xD &l,positive
9cd9fb7b40,Just had an amazinq qirls-niqht-out. I quess its always qreat to have an excuse to wear tiny dresses &amp; heels,Just had an amazinq qirls-niqht-out. I quess its always qreat to have an excuse to wear tiny dresses &amp; hee,positive
47c71a706c,Hey I bought that Porter Cable 4-piece set. My new drill has an LED light near the trigger. Oh I'm so happy.,. Oh I'm so happ,positive
8f6b4a4e60,"Beer, Smoki and Lucky Strike...good times, good times At work...drawing stuff","good times, good times At work",positive
cdd85e794f,so looking forward to your new album,o looking forward,positive
1888c0c734,... Still feelin like blah... 3 more hours,feelin like blah..,negative
b445738288,In bed can't sleep .... Something is missing.....,missing..,negative
